# PulseOx, Arterial oxygen saturation
96.00, 92.83
96.00, 94.73
96.00, 93.55
96.00, 94.85
96.00, 95.10
96.00, 93.13
96.00, 94.48
96.00, 95.80
96.00, 97.71
96.00, 93.21
96.00, 94.15
96.00, 98.10
96.00, 95.71
96.00, 95.80
96.00, 93.49
96.00, 93.86
96.00, 95.13
96.00, 92.43
96.00, 94.40
96.00, 94.22
96.00, 93.53
96.00, 93.75
96.00, 92.87
96.00, 95.23
96.00, 95.30
96.00, 96.29
96.00, 95.91
96.00, 95.51
96.00, 95.64
96.00, 94.97
96.00, 90.60
96.00, 95.00
96.00, 95.03
96.00, 92.88
96.00, 92.22
96.00, 91.21
96.00, 94.12
96.00, 95.12
96.00, 91.39
96.00, 96.24
96.00, 92.93
96.00, 94.39
96.00, 95.75
96.00, 96.12
96.00, 92.96
96.00, 96.39
96.00, 95.67
96.00, 94.95
96.00, 92.79
96.00, 91.45
96.00, 92.50
96.00, 91.50
96.00, 93.66
96.00, 93.87
96.00, 94.73
96.00, 94.77
96.00, 92.79
96.00, 96.54
96.00, 94.70
96.00, 94.59
96.00, 93.39
96.00, 94.27
96.00, 95.53
96.00, 96.17
96.00, 94.35
96.00, 92.88
96.00, 95.78
96.00, 93.05
96.00, 96.56
96.00, 96.49
96.00, 94.18
96.00, 92.13
96.00, 92.28
96.00, 96.32
96.00, 94.15
96.00, 95.71
96.00, 92.49
96.00, 94.52
96.00, 94.24
96.00, 94.84
96.00, 94.99
96.00, 96.79
96.00, 94.39
96.00, 92.45
96.00, 94.19
96.00, 93.27
96.00, 92.91
96.00, 94.99
96.00, 97.47
96.00, 92.88
96.00, 92.31
96.00, 94.14
96.00, 93.78
96.00, 92.30
96.00, 91.24
96.00, 93.91
96.00, 97.17
96.00, 92.61
96.00, 94.78
96.00, 95.56
96.00, 99.12
96.00, 95.09
96.00, 88.61
96.00, 93.40
96.00, 96.24
96.00, 90.54
96.00, 91.56
96.00, 93.33
96.00, 94.24
96.00, 92.18
96.00, 96.85
96.00, 91.86
96.00, 97.13
96.00, 95.98
96.00, 91.69
96.00, 95.08
96.00, 94.02
96.00, 94.88
96.00, 96.11
96.00, 94.07
96.00, 94.24
96.00, 89.96
96.00, 93.44
96.00, 91.00
96.00, 95.55
96.00, 94.83
96.00, 94.57
96.00, 94.29
96.00, 91.40
96.00, 93.34
96.00, 96.14
96.00, 95.21
96.00, 94.65
96.00, 93.58
96.00, 94.21
96.00, 94.60
96.00, 96.06
96.00, 95.04
96.00, 94.19
96.00, 95.63
96.00, 93.41
96.00, 89.31
96.00, 96.62
96.00, 95.24
96.00, 95.63
96.00, 96.81
96.00, 96.95
96.00, 91.39
96.00, 95.85
96.00, 94.09
96.00, 90.02
96.00, 93.81
96.00, 96.19
96.00, 94.21
96.00, 94.21
96.00, 94.06
96.00, 92.91
96.00, 94.29
96.00, 94.95
96.00, 95.84
96.00, 93.76
96.00, 93.70
96.00, 92.55
96.00, 92.55
96.00, 96.87
96.00, 92.85
96.00, 93.40
96.00, 94.10
96.00, 94.64
96.00, 92.50
96.00, 95.42
96.00, 93.83
96.00, 93.05
96.00, 94.22
96.00, 91.90
